Origin,Destination,Aircraft_Type,Distance_km,Passengers,Cargo_Load_pct,Weather_Severity,Wind_kts,Cruise_Temperature_C,Flight_Duration_hr,Fuel_Burn_L,Efficiency_Rating
SYD,SIN,Airbus A330-200,6293.2,156,19.3,Moderate,19.5,-54.6,7.23,21040.6,9.4
HND,CDG,Airbus A350-900,9707.5,232,52.8,Severe,-43.6,-45.0,10.75,26313.9,9.78
BCN,LAX,Airbus A380-800,9674.6,317,21.1,Severe,-37.5,-52.4,10.71,26276.9,9.9
MAD,JFK,Airbus A330-200,5760.4,202,15.6,Severe,-40.1,-49.0,6.61,16085.5,9.7
AMS,MAD,Airbus A350-1000,1458.4,287,8.3,Severe,-36.8,-56.1,1.62,5434.6,9.73
BCN,CDG,Airbus A319ceo,858.3,103,58.9,Mild,2.3,-58.0,1.04,3739.5,8.6
AMS,BCN,Boeing 737 MAX 8,1241.3,122,32.2,Mild,0.2,-59.2,1.48,4634.7,9.05
LAX,BCN,Boeing 787-10,9674.6,265,55.6,Severe,47.6,-42.2,10.71,40122.2,9.63
SFO,ORD,Boeing 737 MAX 9,2964.0,166,64.5,Severe,38.6,-44.2,3.53,12573.5,9.24
SIN,DXB,Airbus A350-1000,5845.5,266,46.8,Moderate,21.4,-56.9,6.47,20457.4,9.72
DXB,JFK,Boeing 787-9,11001.4,211,72.4,Mild,-4.4,-49.5,12.18,29630.3,9.74
JFK,CDG,Airbus A380-800,5833.5,332,69.0,Moderate,27.2,-53.9,6.46,22190.2,9.79
JFK,ORD,Bombardier CRJ-900,1188.1,54,29.1,Mild,-11.7,-42.3,1.43,4304.0,7.64
MAD,YYZ,Boeing 787-10,6057.7,243,68.4,Severe,50.2,-49.3,6.71,26441.6,9.54
JFK,YYZ,Boeing 737 MAX 8,588.2,137,55.8,Moderate,27.9,-46.9,0.7,3590.3,8.51
AMS,CDG,Boeing 777-200ER,399.0,194,17.6,Severe,-35.8,-58.6,0.45,2689.1,8.89
DFW,ATL,Airbus A330-900,1174.7,186,67.4,Moderate,17.4,-40.6,1.33,5631.2,9.24
ORD,FRA,Airbus A380-800,6970.8,361,36.5,Moderate,29.9,-52.6,7.72,26073.6,9.83
JFK,ATL,Airbus A319ceo,1221.9,78,41.2,Severe,40.0,-47.2,1.48,5963.8,7.82
YYZ,ORD,Boeing 737 MAX 8,701.2,117,62.7,Mild,9.0,-44.2,0.84,3556.6,8.56
YYZ,SEA,Airbus A321neo,3307.0,132,12.3,Mild,1.0,-57.1,3.97,9851.6,9.36
SFO,ATL,Embraer E190,3434.9,63,72.6,Mild,3.8,-45.6,4.2,10406.1,8.37
SFO,JFK,Boeing 737 MAX 9,4152.1,124,26.3,Moderate,-28.3,-53.3,4.95,11898.1,9.34
ORD,JFK,Boeing 777-300ER,1188.1,271,20.4,Severe,49.2,-48.6,1.31,6589.1,9.44
HND,AMS,Airbus A330-200,9316.3,168,5.1,Moderate,30.8,-42.8,10.7,33445.1,9.41
SFO,HND,Airbus A330-200,8285.6,148,77.8,Mild,8.2,-52.8,9.51,24813.4,9.45
BCN,ORD,Boeing 767-300ER,7094.5,170,23.6,Mild,-0.9,-51.7,8.34,19411.8,9.61
HND,DFW,Airbus A350-900,10377.6,216,36.6,Mild,4.7,-47.3,11.49,29305.3,9.73
ORD,CDG,Boeing 777-300ER,6664.7,254,54.2,Severe,44.7,-55.1,7.36,27734.0,9.6
BCN,LHR,Boeing 787-9,1147.6,192,43.3,Moderate,31.3,-40.9,1.27,5819.1,9.21
ATL,MAD,Airbus A330-200,6959.9,190,32.2,Mild,-1.7,-51.6,7.99,19190.5,9.67
SIN,SYD,Boeing 787-10,6293.2,255,75.5,Moderate,27.0,-47.8,6.97,23087.9,9.68
SEA,ORD,Embraer E175,2761.8,53,69.2,Severe,-49.1,-45.4,3.38,8299.4,8.04
FRA,LHR,Embraer ERJ-145,653.5,38,21.5,Severe,53.7,-54.7,0.78,3974.2,4.05
SFO,DFW,Airbus A350-1000,2352.0,241,11.9,Moderate,-15.1,-45.6,2.6,7616.8,9.71
JFK,LAX,Boeing 757-200,3974.3,123,19.8,Mild,-3.4,-52.7,4.68,11464.1,9.33
LHR,CDG,Airbus A220-300,347.0,116,69.1,Severe,-42.9,-47.0,0.42,2437.8,7.89
MAD,BCN,Boeing 737-800,483.1,137,50.5,Severe,42.9,-40.3,0.58,3440.1,8.22
JFK,BCN,Airbus A350-900,6150.4,214,54.3,Severe,-51.1,-44.0,6.81,17401.4,9.72
SEA,SFO,Embraer E175,1092.9,57,18.2,Severe,41.8,-47.5,1.34,5430.8,6.86
ATL,BCN,Airbus A330-300,7360.2,188,47.8,Moderate,21.2,-49.2,8.45,25007.1,9.53
SFO,SEA,Boeing 737-700,1092.9,108,13.3,Mild,-13.2,-57.4,1.3,4162.7,8.87
DFW,ORD,Boeing 737 MAX 8,1290.0,147,46.7,Mild,-1.7,-53.1,1.54,4840.8,9.25
ORD,LAX,Airbus A330-300,2801.9,171,25.9,Severe,-51.4,-44.2,3.22,8722.5,9.53
ATL,JFK,Boeing 777-300ER,1221.9,302,78.0,Severe,-49.6,-46.4,1.35,5472.5,9.66
JFK,SEA,Airbus A350-1000,3886.6,290,7.4,Mild,9.2,-42.8,4.3,12579.7,9.8
ORD,LAX,Boeing 777-300ER,2801.9,259,76.3,Moderate,-34.5,-48.3,3.1,9330.4,9.73
ATL,DFW,Boeing 787-8,1174.7,148,18.8,Mild,-0.2,-46.2,1.3,4542.3,9.22
ATL,LAX,Airbus A330-900,3125.8,219,50.5,Mild,-4.1,-40.2,3.54,9817.6,9.68
LHR,LAX,Airbus A380-800,8760.2,433,32.7,Moderate,-29.5,-42.8,9.7,24374.8,9.98
CDG,FRA,Boeing 737-800,448.8,131,45.2,Moderate,29.5,-46.5,0.53,3101.4,8.19
ATL,JFK,Boeing 737-800,1221.9,115,58.3,Moderate,19.0,-51.1,1.46,5346.3,8.76
AMS,BCN,Embraer E175,1241.3,59,25.8,Mild,-12.6,-45.8,1.52,4446.6,7.89
SFO,GRU,Airbus A330-900,10427.2,235,79.1,Severe,54.8,-56.0,11.81,45482.3,9.51
LAX,FRA,Airbus A330-200,9321.3,189,76.7,Severe,-43.7,-46.3,10.7,25436.9,9.67
BCN,MAD,Boeing 737 MAX 8,483.1,157,19.3,Moderate,31.8,-50.8,0.58,3213.6,8.6
GRU,JFK,Boeing 787-10,7664.1,219,66.7,Mild,-8.1,-45.0,8.49,21282.9,9.74
ATL,AMS,Boeing 787-10,7065.6,216,69.7,Severe,41.1,-44.1,7.82,28515.5,9.51
SIN,SEA,Airbus A350-1000,12977.9,256,64.8,Moderate,27.6,-55.0,14.37,45429.3,9.7
BCN,CDG,Embraer E190,858.3,60,44.5,Severe,43.2,-50.1,1.05,4638.0,6.75
FRA,JFK,Boeing 787-8,6188.5,159,61.6,Moderate,-19.0,-44.0,6.85,17412.3,9.55
ATL,FRA,Airbus A330-200,7408.5,181,44.1,Severe,-35.3,-55.8,8.51,20388.6,9.64
HND,LAX,Boeing 787-9,8812.6,239,10.5,Severe,-35.6,-42.7,9.76,23740.8,9.8
DFW,MAD,Boeing 777-300ER,7972.1,221,24.5,Moderate,27.3,-55.8,8.81,28278.6,9.61
BCN,CDG,Airbus A320ceo,858.3,105,47.9,Moderate,26.5,-45.7,1.04,4355.1,8.37
AMS,GRU,Airbus A330-300,9775.3,229,55.5,Severe,-51.8,-45.8,11.22,26499.8,9.77
JNB,LHR,Airbus A350-900,9074.1,275,14.5,Severe,-54.1,-48.8,10.05,24498.0,9.85
LHR,FRA,Boeing 787-10,653.5,261,25.0,Moderate,18.6,-47.2,0.72,3865.6,9.36
JNB,FRA,Airbus A350-1000,8690.0,229,23.5,Moderate,-20.3,-58.8,9.62,23540.3,9.77
DFW,AMS,Boeing 787-10,7900.1,209,66.0,Moderate,30.3,-41.8,8.75,29031.0,9.55
DXB,SIN,Airbus A330-900,5845.5,242,19.7,Moderate,-17.8,-41.9,6.62,16408.6,9.78
HND,SYD,Boeing 777-300ER,7809.9,253,27.1,Severe,-45.8,-42.0,8.63,21414.2,9.81
SFO,LAX,Embraer ERJ-145,543.7,39,77.0,Mild,-3.8,-53.9,0.65,2698.6,5.32
JFK,ORD,Airbus A220-300,1188.1,83,16.0,Mild,5.6,-51.7,1.43,4555.4,8.45
YYZ,SFO,Airbus A220-300,3628.0,111,28.7,Mild,-10.9,-48.9,4.38,10536.9,9.22
DFW,ATL,Boeing 737 MAX 8,1174.7,127,31.0,Mild,-0.2,-44.3,1.4,4465.9,9.08
HND,DFW,Boeing 777-300ER,10377.6,325,7.8,Severe,39.7,-42.9,11.47,40171.0,9.77
DFW,LAX,Airbus A319ceo,1983.0,106,31.2,Moderate,-34.5,-48.5,2.39,6426.9,9.05
SEA,GRU,Airbus A380-800,10909.9,399,29.0,Moderate,34.9,-53.1,12.08,41059.9,9.87
CDG,SIN,Airbus A380-800,10723.4,393,64.7,Mild,-13.2,-53.9,11.88,29694.7,9.96
SFO,JFK,Airbus A320ceo,4152.1,132,36.0,Moderate,-34.1,-58.9,5.01,11921.4,9.39
CDG,SFO,Boeing 777-300ER,8962.3,241,45.3,Moderate,23.3,-57.2,9.9,30697.3,9.68
CDG,ATL,Airbus A330-200,7055.4,169,70.0,Moderate,-23.4,-45.8,8.1,19684.6,9.59
AMS,JNB,Airbus A330-300,9016.7,233,49.2,Moderate,27.7,-59.3,10.35,32044.9,9.64
JNB,LHR,Boeing 787-8,9074.1,211,72.8,Severe,-38.4,-56.1,10.05,24802.2,9.73
LHR,AMS,Boeing 737-900ER,370.3,145,39.2,Severe,-41.7,-40.3,0.44,2527.8,8.41
BCN,DXB,Boeing 757-200,5175.4,137,34.8,Mild,5.7,-46.0,6.09,15451.8,9.39
LAX,YYZ,Boeing 737-700,3494.5,95,59.3,Moderate,-18.9,-40.9,4.17,10267.4,9.04
MAD,SFO,Airbus A330-900,9329.9,224,72.3,Moderate,20.3,-54.8,10.57,31185.8,9.66
SFO,DFW,Airbus A350-900,2352.0,268,35.4,Moderate,-29.7,-45.5,2.6,7849.1,9.75
SFO,JFK,Airbus A350-900,4152.1,191,60.4,Mild,12.7,-57.9,4.6,13995.9,9.55
SIN,SYD,Boeing 787-8,6293.2,211,14.1,Moderate,-15.7,-58.5,6.97,17417.3,9.72
LHR,SFO,Airbus A350-900,8616.4,264,46.2,Mild,1.4,-57.2,9.54,23956.8,9.82
AMS,YYZ,Airbus A380-800,5989.4,430,69.6,Mild,-11.2,-45.0,6.63,18000.4,9.96
LAX,FRA,Airbus A350-900,9321.3,190,51.7,Moderate,29.1,-52.0,10.32,33407.8,9.5
DFW,LHR,Boeing 767-300ER,7627.6,145,34.5,Moderate,-19.9,-41.2,8.96,20778.6,9.51
AMS,FRA,Boeing 737 MAX 8,365.7,142,62.8,Severe,44.7,-52.4,0.44,3063.8,7.95
SFO,ATL,Airbus A380-800,3434.9,302,67.7,Moderate,24.5,-52.1,3.8,13878.7,9.71
LAX,SEA,Airbus A220-300,1537.1,101,28.2,Severe,35.7,-44.9,1.86,6934.7,8.51
LHR,HND,Boeing 777-200ER,9591.6,247,41.0,Mild,-9.9,-54.5,10.75,25955.8,9.81
SEA,ATL,Boeing 737-900ER,3504.7,141,72.9,Mild,7.7,-43.2,4.18,11290.9,9.35
ORD,SFO,Airbus A319ceo,2964.0,81,53.4,Mild,-0.5,-40.2,3.58,8890.3,8.8
HND,BCN,Boeing 777-300ER,10443.5,296,25.7,Mild,-4.3,-45.0,11.54,28063.5,9.88
FRA,CDG,Airbus A330-200,448.8,192,24.2,Moderate,27.6,-43.7,0.52,3226.9,8.79
LAX,HND,Airbus A330-200,8812.6,171,79.1,Mild,0.5,-42.1,10.12,24281.3,9.61
LHR,BCN,Airbus A380-800,1147.6,343,74.5,Severe,52.8,-47.2,1.27,7629.5,9.48
AMS,DXB,Airbus A350-1000,5168.5,224,52.7,Moderate,33.0,-45.6,5.72,20102.1,9.56
CDG,JNB,Airbus A330-300,8736.6,259,18.6,Mild,-4.3,-56.2,10.03,23657.9,9.83
SYD,SIN,Airbus A350-900,6293.2,259,48.5,Mild,1.9,-50.4,6.97,18148.8,9.8
BCN,LHR,Boeing 787-10,1147.6,286,17.2,Severe,-39.1,-50.7,1.27,4720.3,9.68
CDG,AMS,Airbus A319ceo,399.0,104,36.7,Mild,0.1,-48.7,0.48,2477.8,7.93
DXB,SIN,Boeing 787-8,5845.5,182,22.5,Mild,-5.1,-42.4,6.47,16307.5,9.64
FRA,DXB,Airbus A330-900,4844.0,200,50.9,Moderate,17.6,-40.2,5.49,16644.8,9.57
AMS,LAX,Boeing 787-10,8956.1,200,76.0,Mild,14.3,-55.7,9.92,28387.9,9.62
SYD,LAX,Airbus A350-900,12054.3,272,56.9,Moderate,-30.3,-57.6,13.35,32286.3,9.85
ATL,JNB,Airbus A350-1000,13582.0,326,78.3,Severe,54.0,-48.5,15.04,58426.5,9.72
YYZ,SFO,Boeing 777-200ER,3628.0,213,22.6,Mild,4.2,-55.1,4.07,11291.0,9.67
DFW,YYZ,Bombardier CRJ-900,1928.8,57,48.5,Severe,42.5,-42.3,2.33,8647.1,7.19
LHR,DXB,Airbus A330-900,5497.4,212,15.6,Mild,-5.3,-58.0,6.23,15451.9,9.72
ATL,SFO,Airbus A380-800,3434.9,402,73.0,Moderate,-32.3,-55.7,3.8,11614.1,9.91
YYZ,SFO,Boeing 737 MAX 9,3628.0,158,24.9,Moderate,-21.6,-55.6,4.32,10643.9,9.51
SEA,YYZ,Airbus A321neo,3307.0,163,77.4,Severe,-49.2,-50.6,3.97,10039.5,9.51
AMS,GRU,Airbus A330-900,9775.3,237,37.4,Mild,4.3,-51.3,11.07,27616.4,9.77
JFK,YYZ,Boeing 737 MAX 8,588.2,130,33.1,Mild,11.5,-40.1,0.7,3215.1,8.61
ORD,FRA,Airbus A330-300,6970.8,194,44.1,Moderate,-27.7,-47.6,8.0,19333.2,9.68
SEA,ORD,Airbus A380-800,2761.8,350,61.5,Mild,0.4,-41.8,3.06,9700.4,9.84
YYZ,DFW,Airbus A320neo,1928.8,139,35.3,Severe,38.8,-51.3,2.32,8626.3,8.99
LAX,LHR,Airbus A330-200,8760.2,177,22.2,Moderate,25.3,-45.9,10.06,30246.7,9.48
SEA,GRU,Airbus A380-800,10909.9,320,57.9,Severe,50.2,-45.5,12.08,46367.6,9.72
AMS,HND,Boeing 787-8,9316.3,145,35.6,Moderate,27.9,-45.8,10.32,32821.1,9.29
HND,DFW,Boeing 787-9,10377.6,174,46.6,Severe,-40.4,-47.0,11.49,27809.5,9.64
FRA,SEA,Airbus A350-1000,8196.6,228,40.3,Moderate,-16.3,-52.1,9.08,22450.1,9.77
BCN,DFW,Airbus A350-1000,8342.0,275,73.2,Moderate,-18.9,-56.6,9.24,23182.9,9.84
JFK,YYZ,Boeing 787-9,588.2,209,60.0,Mild,-12.8,-52.2,0.65,3500.1,9.13
DFW,SEA,Boeing 777-200ER,2667.8,217,72.3,Severe,42.0,-52.0,2.99,12206.2,9.42
ATL,ORD,Airbus A319ceo,975.5,82,59.6,Moderate,-33.7,-59.9,1.18,3936.6,8.33
CDG,ORD,Airbus A330-200,6664.7,154,24.5,Severe,35.4,-44.0,7.65,25404.7,9.28
AMS,DXB,Airbus A321neo,5168.5,165,31.4,Mild,-13.6,-47.3,6.2,14531.0,9.57
MAD,AMS,Boeing 737 MAX 9,1458.4,127,41.7,Mild,-9.7,-48.6,1.74,5224.8,9.14
JFK,BCN,Boeing 777-200ER,6150.4,192,78.0,Mild,8.5,-51.7,6.9,19112.8,9.61
ATL,GRU,Boeing 777-200ER,7510.6,184,13.8,Severe,44.0,-55.9,8.42,30327.1,9.38
MAD,CDG,Boeing 787-10,1061.7,227,75.5,Mild,-3.9,-42.3,1.18,4860.6,9.45
MAD,CDG,Boeing 737-800,1061.7,135,46.9,Moderate,-34.6,-57.6,1.27,4249.2,9.09
CDG,GRU,Boeing 777-300ER,9404.9,261,14.3,Severe,-36.5,-54.7,10.39,25305.6,9.83
ORD,ATL,Airbus A320ceo,975.5,92,64.2,Mild,-0.2,-50.0,1.18,3989.2,8.51
DXB,MAD,Airbus A350-1000,5649.3,265,22.7,Mild,8.0,-41.5,6.26,17345.5,9.78
AMS,ATL,Boeing 777-300ER,7065.6,259,79.0,Severe,-40.7,-42.1,7.81,20013.2,9.81
AMS,BCN,Boeing 737-700,1241.3,77,77.4,Mild,-9.0,-55.9,1.48,4650.9,8.35
MAD,ORD,Airbus A380-800,6744.3,346,48.0,Moderate,-28.6,-50.5,7.47,19409.1,9.91
LAX,ORD,Airbus A321ceo,2801.9,163,79.1,Mild,7.2,-49.7,3.38,9390.3,9.44
SFO,LAX,Boeing 787-9,543.7,217,18.5,Severe,-53.5,-43.6,0.6,3089.3,9.22
FRA,ATL,Boeing 767-300ER,7408.5,183,78.4,Moderate,-26.2,-54.2,8.71,20615.6,9.64
SIN,MAD,Boeing 787-8,11380.8,217,36.5,Mild,-4.2,-56.5,12.6,30311.8,9.76
BCN,JNB,Airbus A330-200,7967.9,210,7.8,Mild,1.6,-53.5,9.15,21937.0,9.73
SEA,ORD,Airbus A220-300,2761.8,100,40.1,Mild,13.9,-54.0,3.34,9527.1,8.9
JNB,BCN,Boeing 777-200ER,7967.9,273,47.1,Severe,49.8,-57.1,8.93,33898.9,9.63
LHR,MAD,Airbus A320neo,1243.2,99,48.0,Mild,13.3,-51.0,1.49,5129.6,8.62
ORD,JFK,Boeing 767-300ER,1188.1,174,63.2,Severe,-52.7,-55.6,1.4,4938.7,9.31
CDG,DXB,Boeing 737 MAX 9,5238.8,155,53.1,Severe,54.2,-47.5,6.24,23290.9,9.12
YYZ,FRA,Airbus A330-300,6342.8,221,11.8,Severe,50.9,-45.2,7.28,27239.6,9.48
LHR,BCN,Boeing 737 MAX 8,1147.6,112,77.7,Severe,-46.1,-50.1,1.37,4522.4,8.87
FRA,MAD,Airbus A330-300,1419.9,252,72.7,Mild,2.5,-42.1,1.63,5900.7,9.59
MAD,ORD,Boeing 787-8,6744.3,211,39.5,Moderate,-16.9,-45.3,7.47,18732.2,9.72
SFO,JFK,Boeing 787-9,4152.1,188,26.1,Severe,-43.5,-54.6,4.6,12115.7,9.63
BCN,AMS,Boeing 777-300ER,1241.3,275,42.8,Mild,-5.4,-44.6,1.37,5168.4,9.65
DXB,LHR,Boeing 777-300ER,5497.4,324,29.7,Moderate,-25.0,-40.6,6.07,15783.8,9.89
DXB,ORD,Airbus A350-1000,11641.1,280,38.5,Severe,-48.7,-41.0,12.89,31139.4,9.86
ORD,LHR,Boeing 787-8,6344.7,187,70.0,Moderate,-27.4,-44.1,7.03,17915.0,9.65
SEA,FRA,Boeing 777-200ER,8196.6,272,21.8,Severe,-45.4,-40.4,9.19,22357.2,9.84
ATL,JFK,Airbus A319ceo,1221.9,104,33.0,Moderate,21.8,-42.8,1.48,5325.2,8.61
DFW,HND,Airbus A350-900,10377.6,259,66.0,Mild,1.6,-45.4,11.49,28650.5,9.82
MAD,LHR,Boeing 737-800,1243.2,103,64.4,Mild,2.3,-54.4,1.48,4785.9,8.79
DXB,ATL,Airbus A350-1000,12209.1,226,76.1,Severe,47.9,-51.8,13.52,50332.6,9.53
CDG,AMS,Boeing 737-800,399.0,146,56.2,Mild,12.1,-56.7,0.48,2787.5,8.38
YYZ,JFK,Embraer E175,588.2,69,8.0,Moderate,25.8,-59.9,0.72,3261.8,7.13
GRU,MAD,Airbus A380-800,8379.6,375,28.7,Moderate,-22.2,-44.1,9.28,23257.8,9.95
MAD,BCN,Airbus A350-900,483.1,199,30.4,Moderate,15.6,-52.0,0.53,3237.9,8.93
ATL,LAX,Boeing 787-10,3125.8,285,63.9,Severe,-52.6,-53.4,3.46,10033.3,9.8
SEA,ATL,Boeing 737 MAX 9,3504.7,133,9.4,Severe,-40.6,-41.8,4.18,10235.0,9.38
ORD,DFW,Airbus A319ceo,1290.0,94,12.0,Mild,5.4,-50.6,1.56,4832.0,8.69
LAX,SYD,Airbus A350-900,12054.3,211,13.1,Mild,12.3,-52.3,13.35,36254.5,9.68
SEA,JFK,Boeing 777-300ER,3886.6,296,42.6,Severe,-50.7,-44.5,4.29,11817.4,9.83
LAX,SFO,Airbus A330-300,543.7,212,19.7,Severe,-51.4,-51.1,0.62,3100.6,9.19
LHR,FRA,Boeing 737 MAX 9,653.5,130,76.7,Moderate,19.1,-57.3,0.78,3718.0,8.54
YYZ,SFO,Airbus A330-300,3628.0,173,66.9,Moderate,22.6,-55.1,4.17,13579.2,9.4
AMS,ATL,Boeing 777-300ER,7065.6,311,74.2,Severe,54.4,-47.7,7.81,31599.1,9.68
MAD,LAX,Airbus A330-200,9384.8,224,31.5,Mild,-13.9,-47.8,10.77,25309.5,9.77
SEA,ATL,Boeing 737-900ER,3504.7,139,50.5,Moderate,25.8,-54.2,4.18,13109.3,9.19
SFO,AMS,Boeing 787-9,8785.5,235,9.5,Severe,35.1,-45.9,9.73,32898.6,9.62
LAX,MAD,Boeing 787-8,9384.8,146,9.4,Mild,-1.8,-46.6,10.39,24994.3,9.53
ORD,JFK,Bombardier CRJ-900,1188.1,68,46.8,Moderate,31.1,-52.8,1.43,5460.7,7.62
FRA,AMS,Embraer ERJ-145,365.7,30,28.5,Severe,39.1,-47.7,0.44,2622.8,1.0
DXB,JNB,Boeing 787-10,6412.9,265,30.8,Moderate,-17.5,-49.7,7.1,17953.2,9.82
SEA,YYZ,Boeing 787-9,3307.0,266,48.0,Mild,9.0,-56.7,3.66,11204.4,9.74
LHR,ATL,Airbus A350-1000,6760.9,229,55.4,Moderate,-32.0,-48.1,7.49,18993.5,9.76
AMS,CDG,Boeing 767-300ER,399.0,163,33.4,Mild,0.1,-48.7,0.47,2732.8,8.61
ORD,SFO,Boeing 737-900ER,2964.0,137,20.2,Severe,-54.9,-48.3,3.53,8929.5,9.38
BCN,CDG,Airbus A319ceo,858.3,96,38.7,Mild,2.9,-40.7,1.04,3690.7,8.5
CDG,JNB,Boeing 787-10,8736.6,242,5.0,Mild,-4.5,-48.8,9.68,23516.6,9.8
ORD,SEA,Embraer E175,2761.8,46,26.3,Severe,-38.4,-51.6,3.38,8225.0,7.73
CDG,LHR,Airbus A380-800,347.0,417,74.3,Severe,43.9,-56.1,0.38,4397.7,9.06
SFO,SEA,Boeing 737-900ER,1092.9,158,36.0,Severe,54.9,-46.9,1.3,6146.3,8.86
MAD,DFW,Airbus A330-200,7972.1,178,8.5,Severe,-46.8,-56.3,9.15,21516.2,9.65
SFO,AMS,Boeing 777-200ER,8785.5,199,61.9,Mild,-12.5,-58.9,9.85,24023.2,9.7
FRA,MAD,Airbus A321ceo,1419.9,112,15.7,Severe,41.9,-40.1,1.71,6793.2,8.58
BCN,ATL,Airbus A330-200,7360.2,165,54.5,Severe,51.0,-53.8,8.45,31575.3,9.23
SEA,LAX,Boeing 777-200ER,1537.1,266,36.3,Mild,-4.9,-58.5,1.72,5815.4,9.68
GRU,JFK,Airbus A380-800,7664.1,340,78.0,Mild,7.3,-46.3,8.49,23828.1,9.88
SIN,HND,Boeing 767-300ER,5298.5,186,78.9,Severe,-45.8,-50.4,6.23,15348.9,9.63
JNB,LHR,Boeing 787-9,9074.1,250,66.2,Mild,3.6,-52.0,10.05,25820.0,9.79
MAD,SIN,Boeing 787-9,11380.8,242,54.4,Mild,-3.1,-50.5,12.6,30498.6,9.8
SFO,DFW,Boeing 757-200,2352.0,143,26.2,Severe,-43.3,-41.6,2.77,7478.7,9.37
CDG,AMS,Airbus A321ceo,399.0,121,69.7,Moderate,32.9,-54.4,0.48,3060.0,7.78
DFW,YYZ,Airbus A330-200,1928.8,162,11.9,Mild,-14.8,-48.4,2.21,6405.9,9.44
JNB,GRU,Boeing 767-300ER,7439.0,167,48.3,Moderate,-17.2,-42.1,8.74,20445.7,9.6
DFW,MAD,Airbus A330-200,7972.1,159,73.1,Mild,14.5,-53.0,9.15,25460.2,9.46
SFO,SEA,Boeing 737-700,1092.9,85,54.3,Severe,37.8,-46.7,1.3,5470.8,7.96
SEA,JFK,Airbus A321neo,3886.6,172,66.4,Mild,-0.4,-47.4,4.67,11465.1,9.57
MAD,SEA,Airbus A330-900,8521.4,247,38.3,Severe,46.0,-48.3,9.65,35015.4,9.59
SIN,FRA,Boeing 787-9,10278.4,174,18.1,Severe,53.1,-56.7,11.38,43720.9,9.29
SEA,ATL,Boeing 787-8,3504.7,147,59.4,Moderate,-20.0,-55.7,3.88,10665.1,9.43
DXB,CDG,Boeing 787-8,5238.8,163,71.1,Moderate,-25.2,-44.5,5.8,15115.4,9.55
AMS,YYZ,Airbus A330-300,5989.4,223,77.2,Moderate,20.9,-59.2,6.88,20947.9,9.63
YYZ,JFK,Boeing 737-800,588.2,129,17.7,Moderate,31.0,-41.8,0.7,3506.6,8.45
BCN,MAD,Airbus A350-900,483.1,216,32.7,Severe,48.0,-60.0,0.53,3757.3,8.84
SEA,AMS,Boeing 777-200ER,7839.9,211,59.0,Moderate,25.3,-41.9,8.79,27611.2,9.59
AMS,ATL,Airbus A330-900,7065.6,227,64.3,Moderate,17.6,-50.4,8.0,23530.8,9.66
YYZ,DFW,Boeing 767-300ER,1928.8,157,9.6,Moderate,16.1,-50.9,2.27,7307.0,9.3
DXB,MAD,Airbus A330-300,5649.3,201,26.2,Mild,13.4,-59.5,6.49,18173.4,9.61
HND,DFW,Airbus A330-200,10377.6,207,23.6,Moderate,25.1,-50.2,11.91,35504.4,9.59
JFK,SFO,Airbus A350-900,4152.1,196,9.3,Moderate,-30.5,-56.7,4.6,12008.1,9.66
DFW,SFO,Airbus A220-300,2352.0,96,30.9,Moderate,20.2,-55.4,2.84,8747.0,8.74
HND,YYZ,Boeing 787-8,10346.4,221,50.7,Severe,39.4,-40.9,11.46,40077.2,9.55
SEA,LAX,Airbus A321ceo,1537.1,114,32.0,Mild,2.4,-44.5,1.86,5473.4,9.03
LHR,MAD,Embraer E190,1243.2,71,59.2,Mild,-10.4,-51.2,1.52,4531.7,8.25
LHR,BCN,Airbus A350-900,1147.6,238,41.2,Moderate,-20.9,-59.9,1.27,4831.3,9.55
HND,DXB,Boeing 777-300ER,7934.6,286,39.3,Mild,1.8,-49.5,8.77,22328.8,9.85
LHR,SIN,Boeing 787-8,10881.4,151,33.8,Mild,4.5,-44.8,12.05,30392.0,9.52
DFW,ORD,Bombardier CRJ-900,1290.0,65,34.5,Mild,-4.4,-54.5,1.56,4585.5,8.12
ATL,SFO,Embraer E190,3434.9,68,76.9,Mild,-0.0,-47.7,4.2,10034.3,8.57
SIN,HND,Boeing 777-300ER,5298.5,302,31.5,Mild,7.0,-59.2,5.85,16382.1,9.84
FRA,CDG,Airbus A330-900,448.8,186,22.9,Severe,-36.7,-51.2,0.51,2842.5,8.92
FRA,AMS,Bombardier CRJ-900,365.7,49,9.1,Moderate,31.5,-40.5,0.44,2559.4,4.72
SEA,AMS,Airbus A350-900,7839.9,282,56.6,Mild,9.8,-54.0,8.68,24075.5,9.81
CDG,BCN,Airbus A321neo,858.3,153,58.3,Moderate,-31.5,-57.5,1.03,3831.0,9.1
LHR,ATL,Airbus A350-1000,6760.9,292,19.9,Mild,3.1,-48.7,7.49,19426.6,9.85
LAX,LHR,Boeing 787-10,8760.2,263,13.8,Moderate,26.6,-51.8,9.7,30662.8,9.72
SFO,DXB,Airbus A350-1000,13019.8,234,46.4,Moderate,17.7,-43.7,14.42,41469.9,9.71
FRA,AMS,Boeing 787-8,365.7,210,29.2,Severe,-50.5,-49.7,0.4,2707.8,8.87
DXB,AMS,Airbus A330-200,5168.5,159,57.3,Mild,-4.7,-55.9,5.93,14850.8,9.53
